A28J7H4TH29DC3:3PJ71Z61R8ZNGSUFURJGNDPU0MZ19L,window_resize,0,"[1024, 767]",1580594386557
A28J7H4TH29DC3:3PJ71Z61R8ZNGSUFURJGNDPU0MZ19L,focus,230243,off,1580594616800
A28J7H4TH29DC3:3PJ71Z61R8ZNGSUFURJGNDPU0MZ19L,focus,6135,on,1580594622935
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,initialized,0,,1580590680405
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,window_resize,0,"[1920, 1028]",1580590680405
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,window_resize,17456,"[1920, 1080]",1580590697861
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,focus,1511,off,1580590699372
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,focus,3021,on,1580590702393
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,focus,3172,off,1580590705565
A1SISJL5ST2PWH:3634BBTX0SR7H8HQ5K4EP8SRKMZIFG,focus,511055,on,1580591216620
A1HAOXJVRYT43K:3WSELTNVR7Z2UVGTOGHQPEJ9YL4ATA,initialized,0,,1580539561717
A1HAOXJVRYT43K:3WSELTNVR7Z2UVGTOGHQPEJ9YL4ATA,window_resize,0,"[1028, 778]",1580539561717
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,initialized,0,,1580543064885
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,0,"[1024, 703]",1580543064885
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,17919,"[1024, 609]",1580543082804
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,668,"[1024, 672]",1580543083472
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,1860,off,1580543085332
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,349094,on,1580543434426
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,20841,off,1580543455267
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,2154,on,1580543457421
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,2377,"[1920, 1013]",1580543459798
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,33549,off,1580543493347
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,57842,on,1580543551189
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,61933,"[1024, 672]",1580543613122
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,1408,off,1580543614530
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,13107,on,1580543627637
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,window_resize,20624,"[1920, 1013]",1580543648261
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,68598,off,1580543716859
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,1018,on,1580543717877
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,41428,off,1580543759305
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,4642,on,1580543763947
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,8824,off,1580543772771
A19H44LQJ0TEXF:39LOEL67OW2JCQPKC3RLBA9GEYR83N,focus,1899,on,1580543774670
A3RQR6LM6CHOMQ:3GU1KF0O4MY9LDSEDD82FF2IR25PBK,initialized,0,,1580591906957
A3RQR6LM6CHOMQ:3GU1KF0O4MY9LDSEDD82FF2IR25PBK,window_resize,0,"[1024, 720]",1580591906957
A3RQR6LM6CHOMQ:3GU1KF0O4MY9LDSEDD82FF2IR25PBK,window_resize,194895,"[1278, 716]",1580592101852
A3RQR6LM6CHOMQ:3GU1KF0O4MY9LDSEDD82FF2IR25PBK,window_resize,247418,"[1162, 651]",1580592349270
debugEU2A4X:debugANLOZG,initialized,0,,1580588346591
debugEU2A4X:debugANLOZG,window_resize,0,"[1024, 757]",1580588346591
debugEU2A4X:debugANLOZG,window_resize,11504,"[1440, 900]",1580588358095
debugEU2A4X:debugANLOZG,window_resize,507825,"[1024, 757]",1580588865920
debugEU2A4X:debugANLOZG,focus,1724,off,1580588867644
debugEU2A4X:debugANLOZG,focus,16136,on,1580588883780
debugEU2A4X:debugANLOZG,focus,230681,off,1580589114461
debugEU2A4X:debugANLOZG,focus,58069,on,1580589172530
A2OO4PG3LBLP5I:3LJ7UR74RLAPXTVSIJLN3CRHHVKN4D,initialized,0,,1580590587889
A2OO4PG3LBLP5I:3LJ7UR74RLAPXTVSIJLN3CRHHVKN4D,window_resize,0,"[823, 620]",1580590587889
A2OO4PG3LBLP5I:3LJ7UR74RLAPXTVSIJLN3CRHHVKN4D,focus,30042,off,1580590617931
A2OO4PG3LBLP5I:3LJ7UR74RLAPXTVSIJLN3CRHHVKN4D,focus,9892,on,1580590627823
A1ROEDVMTO9Y3X:33IZTU6J85YDB8B7AQ4EZHYLXPXXSE,initialized,0,,1580590947400
A1ROEDVMTO9Y3X:33IZTU6J85YDB8B7AQ4EZHYLXPXXSE,window_resize,1,"[1024, 767]",1580590947401
A1ROEDVMTO9Y3X:33IZTU6J85YDB8B7AQ4EZHYLXPXXSE,window_resize,70162,"[1918, 1026]",1580591017563
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,initialized,0,,1580594094472
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,window_resize,0,"[1037, 803]",1580594094472
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,window_resize,7901,"[1037, 789]",1580594102373
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,window_resize,269,"[1037, 794]",1580594102642
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,window_resize,316,"[1037, 813]",1580594102958
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,window_resize,369,"[1037, 803]",1580594103327
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,focus,69,off,1580594103396
AJRY9ALX8069Y:3QHK8ZVMIQFJUSDGLLFVYYTYMS1LBF,focus,5240,on,1580594108636
A1BNYBF79IQ89T:39N5ACM9HIKQXKDHFTU6O97S3259PX,initialized,0,,1580594882264
A1BNYBF79IQ89T:39N5ACM9HIKQXKDHFTU6O97S3259PX,window_resize,0,"[1024, 767]",1580594882264
A1BNYBF79IQ89T:39N5ACM9HIKQXKDHFTU6O97S3259PX,window_resize,32541,"[1920, 988]",1580594914805
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,initialized,0,,1580595089206
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,window_resize,0,"[1230, 609]",1580595089206
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,727,on,1580595089933
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,2,off,1580595089935
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,4289,on,1580595094224
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,14220,off,1580595108444
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,12598,on,1580595121042
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,68744,off,1580595189786
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,40053,on,1580595229839
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,227681,off,1580595457520
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,10983,on,1580595468503
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,75721,off,1580595544224
A2WWYVKGZZXBOB:3TXMY6UCAILDVULZRQJMQ4YAEJUCQ8,focus,4885,on,1580595549109
A1D2ZSPIHOI23K:33PPUNGG3C2QFOB9WJSU6S90JNFZRS,initialized,0,,1580595231931
A1D2ZSPIHOI23K:33PPUNGG3C2QFOB9WJSU6S90JNFZRS,window_resize,0,"[1280, 661]",1580595231931
A1D2ZSPIHOI23K:33PPUNGG3C2QFOB9WJSU6S90JNFZRS,focus,409,on,1580595232340
A9K0CV70JWG1W:32Z9ZLUT1PH1RQJZY55JCQ0QCAHHOE,initialized,0,,1580595237718
A9K0CV70JWG1W:32Z9ZLUT1PH1RQJZY55JCQ0QCAHHOE,window_resize,0,"[1024, 767]",1580595237718
A2CISHIOILFDHN:3OS4RQUCRDCXU03KZACX3LOEPWLFBA,initialized,0,,1580595238216
A2CISHIOILFDHN:3OS4RQUCRDCXU03KZACX3LOEPWLFBA,window_resize,0,"[1366, 676]",1580595238216
AYPOAY43REHC8:3T111IHZ5INB9XTWSLYVT4774KT9RP,initialized,0,,1580595686099
AYPOAY43REHC8:3T111IHZ5INB9XTWSLYVT4774KT9RP,window_resize,0,"[1022, 767]",1580595686099
AYPOAY43REHC8:3T111IHZ5INB9XTWSLYVT4774KT9RP,focus,713,on,1580595686812
AYPOAY43REHC8:3T111IHZ5INB9XTWSLYVT4774KT9RP,window_resize,25340,"[1600, 841]",1580595712152
A12HWPFXQPITHD:3E4GGUZ1TCOEM9V2HSAJI5DF3MPK2F,initialized,0,,1580595707057
A12HWPFXQPITHD:3E4GGUZ1TCOEM9V2HSAJI5DF3MPK2F,window_resize,0,"[1028, 778]",1580595707057
A12HWPFXQPITHD:3E4GGUZ1TCOEM9V2HSAJI5DF3MPK2F,focus,12904,off,1580595719961
A12HWPFXQPITHD:3E4GGUZ1TCOEM9V2HSAJI5DF3MPK2F,focus,886,on,1580595720847
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,initialized,0,,1580595653021
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,window_resize,0,"[1920, 969]",1580595653021
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,55707,off,1580595708728
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,22171,on,1580595730899
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,135061,off,1580595865960
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,4002,on,1580595869962
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,219134,off,1580596089096
A33AZCOKCCTUXV:30LSNF239YSNGE5EHPP75PY2BI02IM,focus,1212,on,1580596090308
A15XIKX3PI7SLK:3IGI0VL64BHT1M5A130WHAXMYMQONU,initialized,0,,1580595966665
A15XIKX3PI7SLK:3IGI0VL64BHT1M5A130WHAXMYMQONU,window_resize,0,"[1920, 988]",1580595966665
A15XIKX3PI7SLK:3IGI0VL64BHT1M5A130WHAXMYMQONU,window_resize,17672,"[1920, 1080]",1580595984337
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,initialized,0,,1580595903853
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,0,"[1024, 767]",1580595903853
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,focus,76129,off,1580595979982
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,focus,25111,on,1580596005093
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,162502,"[1024, 353]",1580596167595
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,585,"[1024, 282]",1580596168180
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,focus,238,off,1580596168418
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,focus,22977,on,1580596191395
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,3536,"[1440, 849]",1580596194931
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,311823,"[1024, 282]",1580596506754
A3NVOUQUYY0T7G:3N8OEVH1FVNBJ75M2I09WZXROWVOO9,window_resize,2173,"[1440, 849]",1580596508927
A39DP4T75LXV0X:3VNL7UK1XJGXQMX1ZW3I3FU0V3LTFE,initialized,0,,1580596029389
A39DP4T75LXV0X:3VNL7UK1XJGXQMX1ZW3I3FU0V3LTFE,window_resize,0,"[1024, 712]",1580596029389
A39DP4T75LXV0X:3VNL7UK1XJGXQMX1ZW3I3FU0V3LTFE,window_resize,1275,"[1366, 676]",1580596030664
A39DP4T75LXV0X:3VNL7UK1XJGXQMX1ZW3I3FU0V3LTFE,focus,601472,off,1580596632136
A39DP4T75LXV0X:3VNL7UK1XJGXQMX1ZW3I3FU0V3LTFE,focus,7737,on,1580596639873
ATR0C90ELOATI:34MAJL3QP8KITP2I0018UYTBCE043L,initialized,0,,1580596003812
ATR0C90ELOATI:34MAJL3QP8KITP2I0018UYTBCE043L,window_resize,1,"[1024, 767]",1580596003813
ATR0C90ELOATI:34MAJL3QP8KITP2I0018UYTBCE043L,window_resize,398036,"[1280, 970]",1580596401849
A1V1JNPU0KOA3X:3HHRAGRYXC28CK1G0THRZ922TX99OG,initialized,0,,1580594920062
A1V1JNPU0KOA3X:3HHRAGRYXC28CK1G0THRZ922TX99OG,window_resize,0,"[1024, 720]",1580594920062
A1V1JNPU0KOA3X:3HHRAGRYXC28CK1G0THRZ922TX99OG,window_resize,36976,"[1366, 714]",1580594957038
A35TWG9VW1MB5S:3SBEHTYCWR0DHZYLAAW2ETZ7QXVYIZ,initialized,0,,1580595714962
A35TWG9VW1MB5S:3SBEHTYCWR0DHZYLAAW2ETZ7QXVYIZ,window_resize,0,"[1242, 598]",1580595714962
A35TWG9VW1MB5S:3SBEHTYCWR0DHZYLAAW2ETZ7QXVYIZ,focus,14696,off,1580595729658
A35TWG9VW1MB5S:3SBEHTYCWR0DHZYLAAW2ETZ7QXVYIZ,focus,3334,on,1580595732992
A2KW17G25L25R8:3LRLIPTPEU63RCQ6U73YONWDFAFAKA,initialized,0,,1580595889244
A2KW17G25L25R8:3LRLIPTPEU63RCQ6U73YONWDFAFAKA,window_resize,1,"[1032, 671]",1580595889245
A2KW17G25L25R8:3LRLIPTPEU63RCQ6U73YONWDFAFAKA,window_resize,26528,"[1280, 667]",1580595915773
A3UD7T1L80TCR3:3F1567XTN02BXWEWF69VOEX28YR9QO,initialized,0,,1580596873229
A3UD7T1L80TCR3:3F1567XTN02BXWEWF69VOEX28YR9QO,window_resize,0,"[1024, 767]",1580596873229
AG6WV3WODQ7IN:3UNH76FOCW2ZDIOCVPUU6M6O76FMY3,initialized,0,,1580598340411
AG6WV3WODQ7IN:3UNH76FOCW2ZDIOCVPUU6M6O76FMY3,window_resize,0,"[1024, 767]",1580598340411
AG6WV3WODQ7IN:3UNH76FOCW2ZDIOCVPUU6M6O76FMY3,window_resize,11920,"[1680, 958]",1580598352331
debugE0MOJY:debugCFJ6I8,initialized,0,,1594946638899
debugE0MOJY:debugCFJ6I8,window_resize,0,"[1024, 767]",1594946638899
